Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Mesenchymal Cell Proliferation (GO:0010464)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	STAT1;WNT5A
GO_Biological_Process_2023	Regulation Of Muscle System Process (GO:0090257)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	TPM1;MYL9
GO_Biological_Process_2023	Regulation Of Phospholipase C Activity (GO:1900274)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	PDGFRB;PDGFRA
GO_Biological_Process_2023	Histone H2A Ubiquitination (GO:0033522)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	DEPDC1B;BRCA2
GO_Biological_Process_2023	Maintenance Of Protein Localization In Endoplasmic Reticulum (GO:0035437)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	KDELR2;KDELR3
GO_Biological_Process_2023	Negative Regulation Of Vascular Permeability (GO:0043116)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	PDE3A;VEGFA
GO_Biological_Process_2023	Negative Regulation Of Voltage-Gated Potassium Channel Activity (GO:1903817)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	KCNE4;CAV1
GO_Biological_Process_2023	Positive Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090190)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	SIX4;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902101)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	CDC20;UBE2C
GO_Biological_Process_2023	Positive Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	BIRC5;NDC80
GO_Biological_Process_2023	Positive Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045842)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	CDC20;UBE2C
GO_Biological_Process_2023	Positive Regulation Of Spindle Checkpoint (GO:0090232)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	BIRC5;NDC80
GO_Biological_Process_2023	Positive Regulation Of Vascular Permeability (GO:0043117)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	PDE3A;VEGFA
GO_Biological_Process_2023	Regulation Of Cell Cycle Checkpoint (GO:1901976)	2/11	2.943732e-02	1.780716e-01	0	0	8.715404e+00	3.072609e+01	DEPDC1B;BRCA2
GO_Biological_Process_2023	Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	4/48	3.141498e-02	1.886059e-01	0	0	3.573370e+00	1.236554e+01	CAV1;PLAUR;PMAIP1;P4HB
GO_Biological_Process_2023	Cellular Response To Radiation (GO:0071478)	4/48	3.141498e-02	1.886059e-01	0	0	3.573370e+00	1.236554e+01	RAD51AP1;CDKN1A;DEPDC1B;BRCA2
GO_Biological_Process_2023	Regulation Of Chemotaxis (GO:0050920)	3/28	3.186025e-02	1.886059e-01	0	0	4.711935e+00	1.623920e+01	PDGFRB;PDGFRA;THBS1
GO_Biological_Process_2023	Apoptotic Cell Clearance (GO:0043277)	3/28	3.186025e-02	1.886059e-01	0	0	4.711935e+00	1.623920e+01	ANXA1;THBS1;XKR5
GO_Biological_Process_2023	Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)	3/28	3.186025e-02	1.886059e-01	0	0	4.711935e+00	1.623920e+01	VEGFC;SULF1;VEGFA
GO_Biological_Process_2023	Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)	3/28	3.186025e-02	1.886059e-01	0	0	4.711935e+00	1.623920e+01	DEPDC1B;CHEK1;NABP1
GO_Biological_Process_2023	Negative Regulation Of Wound Healing (GO:0061045)	3/28	3.186025e-02	1.886059e-01	0	0	4.711935e+00	1.623920e+01	SERPINE1;TFPI;PHLDB2
GO_Biological_Process_2023	Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)	3/28	3.186025e-02	1.886059e-01	0	0	4.711935e+00	1.623920e+01	TWIST1;PMAIP1;CD44
GO_Biological_Process_2023	Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)	5/71	3.215414e-02	1.893331e-01	0	0	2.980463e+00	1.024449e+01	NIBAN2;CREB3L1;EMILIN1;SULF1;THBS1
GO_Biological_Process_2023	Negative Regulation Of Protein Binding (GO:0032091)	5/71	3.215414e-02	1.893331e-01	0	0	2.980463e+00	1.024449e+01	CDKN1A;CAV1;B2M;NES;AURKA
GO_Biological_Process_2023	Positive Regulation Of Developmental Process (GO:0051094)	11/233	3.262215e-02	1.915794e-01	0	0	1.957512e+00	6.700100e+00	CDC20;BMP4;SYDE1;NIBAN2;BMP1;TFRC;FST;WNT5A;PHLDB2;VEGFA;AURKA
GO_Biological_Process_2023	Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154)	4/49	3.355637e-02	1.965444e-01	0	0	3.493782e+00	1.185974e+01	PLAUR;THBS1;CD44;VEGFA
GO_Biological_Process_2023	Regulation Of Defense Response (GO:0031347)	6/97	3.452991e-02	1.965935e-01	0	0	2.595903e+00	8.737627e+00	BST1;ANXA1;APLP2;WNT5A;AGTR1;IGF2BP1
GO_Biological_Process_2023	Regulation Of Protein Phosphorylation (GO:0001932)	12/265	3.474705e-02	1.965935e-01	0	0	1.874638e+00	6.298147e+00	NIBAN1;BMP4;BST1;CDKN1A;TFRC;GPNMB;CCND1;ANGPT1;PLAUR;VEGFC;BIRC5;VEGFA
GO_Biological_Process_2023	NADPH Regeneration (GO:0006740)	2/12	3.475058e-02	1.965935e-01	0	0	7.843461e+00	2.635057e+01	ALDH1L2;DDR2
GO_Biological_Process_2023	Cardiac Right Ventricle Morphogenesis (GO:0003215)	2/12	3.475058e-02	1.965935e-01	0	0	7.843461e+00	2.635057e+01	TGFB2;JAG1
GO_Biological_Process_2023	Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)	2/12	3.475058e-02	1.965935e-01	0	0	7.843461e+00	2.635057e+01	BMP4;TPM1
GO_Biological_Process_2023	Response To Iron Ion (GO:0010039)	2/12	3.475058e-02	1.965935e-01	0	0	7.843461e+00	2.635057e+01	TFAP2A;B2M
GO_Biological_Process_2023	Endothelium Development (GO:0003158)	2/12	3.475058e-02	1.965935e-01	0	0	7.843461e+00	2.635057e+01	JAG1;FSTL1
GO_Biological_Process_2023	Fibrinolysis (GO:0042730)	2/12	3.475058e-02	1.965935e-01	0	0	7.843461e+00	2.635057e+01	PLAU;SERPINE1
GO_Biological_Process_2023	Histone Monoubiquitination (GO:0010390)	2/12	3.475058e-02	1.965935e-01	0	0	7.843461e+00	2.635057e+01	DEPDC1B;BRCA2
GO_Biological_Process_2023	Morphogenesis Of A Polarized Epithelium (GO:0001738)	2/12	3.475058e-02	1.965935e-01	0	0	7.843461e+00	2.635057e+01	YAP1;ACTG1
GO_Biological_Process_2023	Negative Regulation Of Coagulation (GO:0050819)	2/12	3.475058e-02	1.965935e-01	0	0	7.843461e+00	2.635057e+01	SERPINE1;TFPI
GO_Biological_Process_2023	Positive Regulation Of Vasoconstriction (GO:0045907)	2/12	3.475058e-02	1.965935e-01	0	0	7.843461e+00	2.635057e+01	OXTR;CAV1
GO_Biological_Process_2023	Sarcomere Organization (GO:0045214)	3/29	3.489669e-02	1.965935e-01	0	0	4.530475e+00	1.520139e+01	SIX4;TPM1;MYPN
GO_Biological_Process_2023	Morphogenesis Of An Epithelium (GO:0002009)	3/29	3.489669e-02	1.965935e-01	0	0	4.530475e+00	1.520139e+01	RIPK4;VCL;ACTG1
GO_Biological_Process_2023	Positive Regulation Of B Cell Proliferation (GO:0030890)	3/29	3.489669e-02	1.965935e-01	0	0	4.530475e+00	1.520139e+01	BST1;TFRC;CLCF1
GO_Biological_Process_2023	DNA Replication (GO:0006260)	5/73	3.564751e-02	2.003137e-01	0	0	2.892504e+00	9.643828e+00	FAM111B;CHEK1;CDK2;CDK1;TICRR
GO_Biological_Process_2023	Positive Regulation Of Transport (GO:0051050)	4/50	3.578081e-02	2.005537e-01	0	0	3.417655e+00	1.138196e+01	ANXA1;CD151;ANXA2;ACTB
GO_Biological_Process_2023	Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	7/124	3.596134e-02	2.009887e-01	0	0	2.357168e+00	7.838315e+00	PDGFRB;NTF4;PDGFRA;BDNF;AXL;NTF3;DDR2
GO_Biological_Process_2023	Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162)	6/98	3.603997e-02	2.009887e-01	0	0	2.567554e+00	8.532308e+00	OXTR;APLP2;CAV1;PDGFC;CD36;VEGFA
GO_Biological_Process_2023	Negative Regulation Of Neuron Apoptotic Process (GO:0043524)	5/74	3.747853e-02	2.084861e-01	0	0	2.850437e+00	9.360799e+00	NTF4;SIX4;BDNF;CLCF1;NTF3
GO_Biological_Process_2023	Positive Regulation Of Locomotion (GO:0040017)	3/30	3.807705e-02	2.097711e-01	0	0	4.362455e+00	1.425713e+01	PDGFRB;TWIST1;THBS1
GO_Biological_Process_2023	Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)	3/30	3.807705e-02	2.097711e-01	0	0	4.362455e+00	1.425713e+01	ANXA1;THBS1;VEGFA
GO_Biological_Process_2023	SMAD Protein Signal Transduction (GO:0060395)	4/51	3.808852e-02	2.097711e-01	0	0	3.344767e+00	1.093017e+01	BMP4;TGFB2;GDF6;GDF5
GO_Biological_Process_2023	Receptor Internalization (GO:0031623)	4/51	3.808852e-02	2.097711e-01	0	0	3.344767e+00	1.093017e+01	TFRC;CAV1;ADM;CD36
GO_Biological_Process_2023	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	18/456	3.825451e-02	2.101625e-01	0	0	1.628713e+00	5.315295e+00	TFAP2A;KLF10;NIBAN2;ATP8B1;WNT5A;LOXL3;TWIST1;HMGA2;NR2F2;AHR;BMP4;CENPF;SIX4;CREB3L1;DEPDC1;BIRC5;TRIB3;CALR
GO_Biological_Process_2023	Regulation Of Fat Cell Differentiation (GO:0045598)	5/75	3.936619e-02	2.123742e-01	0	0	2.809572e+00	9.088538e+00	YAP1;WNT5A;ENPP1;TRIB3;MEDAG
GO_Biological_Process_2023	Regulation Of BMP Signaling Pathway (GO:0030510)	5/75	3.936619e-02	2.123742e-01	0	0	2.809572e+00	9.088538e+00	BMP4;FST;SULF1;FSTL1;GDF5
GO_Biological_Process_2023	Epithelium Development (GO:0060429)	8/154	3.958223e-02	2.123742e-01	0	0	2.159975e+00	6.975371e+00	TAGLN;STAT1;RIPK4;LOXL3;PGK1;CDK1;VCL;VEGFA
GO_Biological_Process_2023	GTP Metabolic Process (GO:0046039)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	RAB23;ENTPD7
GO_Biological_Process_2023	Regulation Of Macrophage Cytokine Production (GO:0010935)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	TGFB2;WNT5A
GO_Biological_Process_2023	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway (GO:0002484)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	RAET1G;MICA
GO_Biological_Process_2023	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent (GO:0002486)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	RAET1G;MICA
GO_Biological_Process_2023	Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib (GO:0002476)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	RAET1G;MICA
GO_Biological_Process_2023	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib (GO:0002428)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	RAET1G;MICA
GO_Biological_Process_2023	Body Fluid Secretion (GO:0007589)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	OXTR;VEGFA
GO_Biological_Process_2023	Chondroitin Sulfate Biosynthetic Process (GO:0030206)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	UGDH;CHPF2
GO_Biological_Process_2023	Response To UV-A (GO:0070141)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	CCND1;TIMP1
GO_Biological_Process_2023	Secondary Palate Development (GO:0062009)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	TGFB2;WNT5A
GO_Biological_Process_2023	Endothelial Cell Differentiation (GO:0045446)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	JAG1;FSTL1
GO_Biological_Process_2023	Glomerular Filtration (GO:0003094)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	KIRREL1;SULF1
GO_Biological_Process_2023	Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	TWIST1;CD44
GO_Biological_Process_2023	Negative Regulation Of Cell Activation (GO:0050866)	2/13	4.040273e-02	2.123742e-01	0	0	7.130053e+00	2.287933e+01	PDGFRA;EMILIN1
GO_Biological_Process_2023	Regulation Of Protein Localization To Nucleus (GO:1900180)	4/52	4.047963e-02	2.123742e-01	0	0	3.274916e+00	1.050251e+01	YAP1;BMP4;TFRC;CDK1
GO_Biological_Process_2023	Regulation Of Proteolysis (GO:0030162)	4/52	4.047963e-02	2.123742e-01	0	0	3.274916e+00	1.050251e+01	ASPH;PERP;CAV1;PLAUR
GO_Biological_Process_2023	Cellular Response To Growth Factor Stimulus (GO:0071363)	8/155	4.086874e-02	2.139087e-01	0	0	2.145171e+00	6.858947e+00	BMP4;ANXA1;APLP2;WNT5A;PDE3A;CD44;ADAMTS7;VEGFA
GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	3/31	4.139995e-02	2.156694e-01	0	0	4.206437e+00	1.339530e+01	SERPINE1;PMAIP1;THBS1
GO_Biological_Process_2023	Positive Regulation Of Mononuclear Cell Migration (GO:0071677)	3/31	4.139995e-02	2.156694e-01	0	0	4.206437e+00	1.339530e+01	SERPINE1;ANO6;CALR
GO_Biological_Process_2023	Blood Vessel Morphogenesis (GO:0048514)	4/53	4.295416e-02	2.232406e-01	0	0	3.207916e+00	1.009731e+01	CCBE1;CDH2;CAV1;VEGFA
GO_Biological_Process_2023	Embryonic Organ Development (GO:0048568)	5/77	4.331247e-02	2.235287e-01	0	0	2.731247e+00	8.574245e+00	TEAD4;TGFB2;TEAD1;NES;TEAD3
GO_Biological_Process_2023	Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)	5/77	4.331247e-02	2.235287e-01	0	0	2.731247e+00	8.574245e+00	BMP4;WNT5A;AGTR1;VEGFC;VEGFA
GO_Biological_Process_2023	Regulation Of T Cell Proliferation (GO:0042129)	5/77	4.331247e-02	2.235287e-01	0	0	2.731247e+00	8.574245e+00	ANXA1;VCAM1;TFRC;GPNMB;CD70
GO_Biological_Process_2023	Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)	7/130	4.456902e-02	2.288673e-01	0	0	2.241490e+00	6.972639e+00	BMP4;TGFB2;APLP2;TGFB1I1;GDF6;RGMB;GDF5
GO_Biological_Process_2023	Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438)	3/32	4.486378e-02	2.288673e-01	0	0	4.061179e+00	1.260641e+01	CDC20;BUB1B;TRIB3
GO_Biological_Process_2023	Chromosome Condensation (GO:0030261)	3/32	4.486378e-02	2.288673e-01	0	0	4.061179e+00	1.260641e+01	TOP2A;NCAPG;NCAPH
GO_Biological_Process_2023	Respiratory System Development (GO:0060541)	3/32	4.486378e-02	2.288673e-01	0	0	4.061179e+00	1.260641e+01	BMP4;LOXL3;VEGFA
GO_Biological_Process_2023	Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205)	3/32	4.486378e-02	2.288673e-01	0	0	4.061179e+00	1.260641e+01	RAB23;ENTPD7;ENPP1
GO_Biological_Process_2023	Regulation Of Smooth Muscle Cell Proliferation (GO:0048660)	4/54	4.551207e-02	2.302046e-01	0	0	3.143596e+00	9.713013e+00	PDGFRB;BMP4;STAT1;THBS1
GO_Biological_Process_2023	Positive Regulation Of Kinase Activity (GO:0033674)	6/104	4.598687e-02	2.302046e-01	0	0	2.409612e+00	7.420158e+00	PDGFRB;PDGFRA;CENPE;CDKN1A;AXL;DDR2
GO_Biological_Process_2023	COPII-coated Vesicle Cargo Loading (GO:0090110)	2/14	4.637365e-02	2.302046e-01	0	0	6.535547e+00	2.007082e+01	SEC23A;SEC24A
GO_Biological_Process_2023	Aorta Development (GO:0035904)	2/14	4.637365e-02	2.302046e-01	0	0	6.535547e+00	2.007082e+01	PDGFRB;JAG1
GO_Biological_Process_2023	Bone Morphogenesis (GO:0060349)	2/14	4.637365e-02	2.302046e-01	0	0	6.535547e+00	2.007082e+01	TFAP2A;OSR2
GO_Biological_Process_2023	Cardiac Cell Development (GO:0055006)	2/14	4.637365e-02	2.302046e-01	0	0	6.535547e+00	2.007082e+01	JAG1;VEGFA
GO_Biological_Process_2023	Vascular Endothelial Growth Factor Signaling Pathway (GO:0038084)	2/14	4.637365e-02	2.302046e-01	0	0	6.535547e+00	2.007082e+01	VEGFC;VEGFA
GO_Biological_Process_2023	Histone H2A Monoubiquitination (GO:0035518)	2/14	4.637365e-02	2.302046e-01	0	0	6.535547e+00	2.007082e+01	DEPDC1B;BRCA2
GO_Biological_Process_2023	Hyaluronan Metabolic Process (GO:0030212)	2/14	4.637365e-02	2.302046e-01	0	0	6.535547e+00	2.007082e+01	CEMIP;CD44
GO_Biological_Process_2023	Pathway-Restricted SMAD Protein Phosphorylation (GO:0060389)	2/14	4.637365e-02	2.302046e-01	0	0	6.535547e+00	2.007082e+01	TGFB2;GDF6
GO_Biological_Process_2023	Positive Regulation Of Cytoplasmic Translation (GO:2000767)	2/14	4.637365e-02	2.302046e-01	0	0	6.535547e+00	2.007082e+01	PKM;IGF2BP1
GO_Biological_Process_2023	Positive Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060340)	2/14	4.637365e-02	2.302046e-01	0	0	6.535547e+00	2.007082e+01	WNT5A;IGF2BP1
GO_Biological_Process_2023	Axonogenesis (GO:0007409)	9/188	4.671601e-02	2.313853e-01	0	0	1.982647e+00	6.074174e+00	ENAH;NIBAN2;SEMA3C;BDNF;PALLD;APLP2;WNT5A;NEXN;MYPN
GO_Biological_Process_2023	Positive Regulation Of Endocytosis (GO:0045807)	5/79	4.748803e-02	2.346841e-01	0	0	2.657156e+00	8.097093e+00	CD151;AXL;SERPINE1;CALR;B2M
GO_Biological_Process_2023	Vasculogenesis (GO:0001570)	3/33	4.846676e-02	2.353189e-01	0	0	3.925605e+00	1.188232e+01	PDGFRB;CAV1;VEGFA
GO_Biological_Process_2023	Lung Development (GO:0030324)	3/33	4.846676e-02	2.353189e-01	0	0	3.925605e+00	1.188232e+01	BMP4;LOXL3;VEGFA
GO_Biological_Process_2023	Negative Regulation Of Double-Strand Break Repair (GO:2000780)	3/33	4.846676e-02	2.353189e-01	0	0	3.925605e+00	1.188232e+01	POLQ;TWIST1;HMGA2
GO_Biological_Process_2023	Negative Regulation Of Epithelial Cell Migration (GO:0010633)	3/33	4.846676e-02	2.353189e-01	0	0	3.925605e+00	1.188232e+01	STC1;NR2F2;THBS1
GO_Biological_Process_2023	Positive Regulation Of DNA Binding (GO:0043388)	3/33	4.846676e-02	2.353189e-01	0	0	3.925605e+00	1.188232e+01	NIBAN2;PLAUR;TWIST1
GO_Biological_Process_2023	Positive Regulation Of Notch Signaling Pathway (GO:0045747)	3/33	4.846676e-02	2.353189e-01	0	0	3.925605e+00	1.188232e+01	YAP1;TGFB2;JAG1
GO_Biological_Process_2023	Positive Regulation Of Reproductive Process (GO:2000243)	3/33	4.846676e-02	2.353189e-01	0	0	3.925605e+00	1.188232e+01	SYDE1;PDE3A;VEGFA
GO_Biological_Process_2023	Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628)	3/33	4.846676e-02	2.353189e-01	0	0	3.925605e+00	1.188232e+01	TGFB2;PLAU;SERPINE1
GO_Biological_Process_2023	Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	6/106	4.964577e-02	2.405158e-01	0	0	2.361176e+00	7.090240e+00	CDKN1A;WEE1;ANXA1;GPNMB;APLP2;E2F7
GO_Biological_Process_2023	Cellular Response To Peptide (GO:1901653)	4/56	5.087745e-02	2.458939e-01	0	0	3.022378e+00	9.001655e+00	VCAM1;CAV1;CD36;VIM
GO_Biological_Process_2023	Positive Regulation Of T Cell Activation (GO:0050870)	6/107	5.154039e-02	2.458939e-01	0	0	2.337678e+00	6.932126e+00	VCAM1;ANXA1;TFRC;CD70;B2M;ACTB
GO_Biological_Process_2023	DNA Damage Checkpoint Signaling (GO:0000077)	3/34	5.220692e-02	2.458939e-01	0	0	3.798777e+00	1.121604e+01	CHEK1;MAP3K20;CLSPN
GO_Biological_Process_2023	Negative Regulation Of Cell Cycle Process (GO:0010948)	3/34	5.220692e-02	2.458939e-01	0	0	3.798777e+00	1.121604e+01	BMP4;CHEK1;E2F7
GO_Biological_Process_2023	Positive Regulation Of Neuron Death (GO:1901216)	3/34	5.220692e-02	2.458939e-01	0	0	3.798777e+00	1.121604e+01	TFAP2A;TGFB2;WNT5A
GO_Biological_Process_2023	Regulation Of DNA Biosynthetic Process (GO:2000278)	3/34	5.220692e-02	2.458939e-01	0	0	3.798777e+00	1.121604e+01	PDGFRB;CDKN1A;NIBAN2
GO_Biological_Process_2023	Cardiac Myofibril Assembly (GO:0055003)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	PDGFRB;PDGFRA
GO_Biological_Process_2023	Regulation Of Systemic Arterial Blood Pressure By Hormone (GO:0001990)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	OXTR;AGTR1
GO_Biological_Process_2023	Renal Filtration (GO:0097205)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	KIRREL1;SULF1
GO_Biological_Process_2023	Epiboly Involved In Wound Healing (GO:0090505)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	CD151;CD44
GO_Biological_Process_2023	Mitotic Chromosome Condensation (GO:0007076)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	NCAPG;NCAPH
GO_Biological_Process_2023	Negative Regulation Of Cation Transmembrane Transport (GO:1904063)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	CAV1;TWIST1
GO_Biological_Process_2023	Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	THBS1;PHLDB2
GO_Biological_Process_2023	Negative Regulation Of Focal Adhesion Assembly (GO:0051895)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	THBS1;PHLDB2
GO_Biological_Process_2023	Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	ANO6;THBS1
GO_Biological_Process_2023	Positive Regulation Of Isotype Switching (GO:0045830)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	TFRC;CLCF1
GO_Biological_Process_2023	Positive Regulation Of Sprouting Angiogenesis (GO:1903672)	2/15	5.264396e-02	2.458939e-01	0	0	6.032503e+00	1.776092e+01	PKM;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Metabolic Process (GO:0009893)	6/108	5.347863e-02	2.487431e-01	0	0	2.314640e+00	6.778362e+00	OXTR;APLP2;CAV1;PDGFC;CD36;VEGFA
GO_Biological_Process_2023	Positive Regulation Of Translation (GO:0045727)	6/108	5.347863e-02	2.487431e-01	0	0	2.314640e+00	6.778362e+00	NIBAN1;PKM;PRR16;IGF2BP1;VIM;THBS1
GO_Biological_Process_2023	Signal Transduction In Response To DNA Damage (GO:0042770)	4/57	5.368442e-02	2.491767e-01	0	0	2.965199e+00	8.672118e+00	CHEK1;MAP3K20;CLSPN;E2F7
GO_Biological_Process_2023	Regulation Of Cellular Senescence (GO:2000772)	3/35	5.608211e-02	2.586788e-01	0	0	3.679877e+00	1.060150e+01	TWIST1;HMGA2;B2M
GO_Biological_Process_2023	Skeletal Muscle Organ Development (GO:0060538)	3/35	5.608211e-02	2.586788e-01	0	0	3.679877e+00	1.060150e+01	SVIL;SIX4;CAV1
GO_Biological_Process_2023	Positive Regulation Of Cell Development (GO:0010720)	3/35	5.608211e-02	2.586788e-01	0	0	3.679877e+00	1.060150e+01	BMP4;NIBAN2;PDE3A
GO_Biological_Process_2023	Peptidyl-Serine Modification (GO:0018209)	8/166	5.687185e-02	2.617761e-01	0	0	1.994689e+00	5.718684e+00	CDK2;MAP3K20;CDK1;PBK;TTK;CLSPN;POGLUT3;AURKA
GO_Biological_Process_2023	Regulation Of Establishment Of Endothelial Barrier (GO:1903140)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	VCL;VEGFA
GO_Biological_Process_2023	Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	ASPH;PERP
GO_Biological_Process_2023	Regulation Of Protein Kinase C Signaling (GO:0090036)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	WNT5A;VEGFA
GO_Biological_Process_2023	Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	BMP4;JAG1
GO_Biological_Process_2023	Regulation Of Stem Cell Proliferation (GO:0072091)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	YAP1;HMGA2
GO_Biological_Process_2023	Cellular Response To Gamma Radiation (GO:0071480)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	YAP1;MAP3K20
GO_Biological_Process_2023	Chondroitin Sulfate Metabolic Process (GO:0030204)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	UGDH;CHPF2
GO_Biological_Process_2023	Vasculature Development (GO:0001944)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	PDGFRB;PDGFRA
GO_Biological_Process_2023	Lymphocyte Mediated Immunity (GO:0002449)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	JAG1;CD70
GO_Biological_Process_2023	Pharyngeal System Development (GO:0060037)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	TGFB2;SIX4
GO_Biological_Process_2023	Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050)	2/16	5.919508e-02	2.647247e-01	0	0	5.601322e+00	1.583447e+01	ANXA1;VEGFA
